ID,NAME,ORGANIZATION,CATEGORY,DESCRIPTION,ADDRESS,CITY,ZIP_CODE,URL,PHONE,EMAIL,ELIGIBILITY_CRITERIA,APPOINTMENT_REQUIRED,REFERRAL_REQUIRED_FROM,START_DATE,END_DATE,IS_ALWAYS_OPEN,OPEN_HOURS_USER_INPUT,INTERNAL_NOTES,LAST_MODIFIED_DATETIME
58,CityTeam Renew for Men,CityTeam,"Shelter,Medical","One year transitional housing and residential program to give homeless and addicted men a new start at life.  This program specializes in the treatment of mental health and substance abuse, opioid addiction, and alcoholism.",1174 Old Bayshore Highway,San Jose,95112,https://149841740.v2.pressablecdn.com/wp-content/uploads/2020/11/CT-SJ-MensPrograms_flyer_small.jpg,(408) 288-2185,info@cityteam.org,,,,,,,,"I got to the above URL by clicking the ""Learn More"" link under ""CityTeam Turning Point"" on https://cityteam.org/san-jose/#connect.  I don't know if the name of the resource is CityTeam Turning Point or CityTeam Renew for Men.  When I searched for CityTeam Renew for Men, numerous results appeared.  The CityTeam Turning Point name should have appeared on this webpage:  https://149841740.v2.pressablecdn.com/wp-content/uploads/2020/11/CT-SJ-MensPrograms_flyer_small.jpg but doesn't.",10/16/2022 3:13 PM
105,SAFECHAT Silicon Valley,,"Medical,Shelter","Trained confidential advocates are available via an online instant messaging platform to provide crisis counseling, emergency shelter, information, and referrals for victims of domestic violence and sexual assault.  Language interpretation is available in Spanish and Vietnamese.",,,,https://safechatsv.org/,,,,,,,,,"Mon 10am - 12:30pm 1:30pm – 4:30pm
Tue 10am - 12:30pm 1:30pm – 4:30pm
Wed 10am - 12:30pm 1:30pm – 4:30pm
Thur 10am - 12:30pm 1:30pm – 8pm
Fri 10am - 12:30pm 1:30pm – 8pm
Sat 1pm – 8pm
Sun 1pm – 8pm",,5/3/2023 8:19 PM
419,St. Joseph Cathedral Office of Social Ministry,,"Medical,Transportation","Transitional program for clean, sober, single working women with children and men. Must be working steadily during the day. Day bus passes available. Call first.",80 South Market Street,San Jose,95113,santaclara.networkofcare.org/mh/services/agency.aspx?pid=StJosephCathedralSocialMinistry_2_356_0,(408) 283-8118,,Must be employed during the day.,,,,,,"Mon 9:30am – 12pm  1:30pm – 5pm
Tue 9:30am – 12pm  1:30pm – 5pm
Wed 9:30am – 12pm  1:30pm – 5pm
Thur 9:30am – 12pm  1:30pm – 5pm
Fri 1pm – 5pm","I could not find a website for this organization, the url is for another organization that provides information on the program.  I'm unsure how current the information is.",5/3/2023 8:20 PM
182,Baby Supply Distribution,Community Health Awareness Council and FIRST 5 Family Resource Center,Personal Care,"Provides baby formula, diapers, baby wipes, and other essential items.  Families must call to register prior to pick up.",260 Escuela Avenue,Mountain View,94040,https://www.chacmv.org/frcs,(650) 967-4813,,"o  Must be a Santa Clara resident.
o  Must call first and so a staff member can confirm your registration and distribution date.",checked,,,,,Wed 1pm - 3pm,"Located behind the Mountain View Senior Center.

Second and fourth Wednesday of every month.

Add Baby Supplies to personal items?

Registration is required so I checked the box for Appointment Required, but that might be wrong.",10/30/2022 3:35 PM
183,Baby Supply Distribution,Community Health Awareness Council and FIRST 5 Family Resource Center,Personal Care,"Provides baby formula, diapers, baby wipes, and other essential items.  Families must call to register prior to pick up.  Pick up is at Vargas Elementary School, Room 15.",1054 Carson Drive,Sunnyvale,94086,https://www.chacmv.org/frcs,(650) 967-4813,,"o  Must be a resident of Santa Clara County
o  Registration required",checked,,,,,Fri 11am - 1pm,"Add ""Baby Supplies"" as subcategory of ""Personal Care""?

Pick-up supplies on the 1st and 3rd Friday of every month.  Dates are subject to change.

Registration is required, so I checked the Appointment Required checkbox, unsure if that is correct.",5/3/2023 8:20 PM
91,Christmas Toy Drive,The Salvation Army of Silicon Valley,Personal Care,"The program provides low income families with toys, clothes, and food for a holiday meal.  New toys and clothes can be dropped off at Salvation Army donation centers.  Families who wish to receive gifts for their children typically register in the months of October and November.",,,,https://siliconvalley.salvationarmy.org/silicon_valley/family-services,408-282-1165 ext. 3210 or ext. 3212,,,,,,,,,"This record needs to be updated near holiday time, so that the toy/clothing/food distribution sites can be added to the record for the current year.

I put this record under Personal Care, but it likely needs a new category.",10/23/2022 1:21 PM
486,Christmas Toy Drive,The Salvation Army of Silicon Valley,Personal Care,"The program provides low income families with toys, clothes, and food for a holiday meal.  New toys and clothes can be dropped off at Salvation Army donation centers.  Families who wish to receive gifts for their children typically register in the months of October and November.","359 N. 4th Street, Room 202",San Jose,95112,https://siliconvalley.salvationarmy.org/silicon_valley/family-services,408-282-1165 ext. 3210,,,,,,,,"Tue 8am - 12:pm, 1pm-3pm
Wed 8am - 12:pm, 1pm-3pm
Thur 8am - 12:pm, 1pm-3pm
Fri 8am - 12:pm","This record needs to be updated near holiday time, so that the toy/clothing/food distribution sites can be added to the record for the current year.

I put this record under Personal Care, but it likely needs a new category.

I don't know where the stuff is distributed from.  It might be distributed from their office location.  If that's the case, keep this record and delete record ID=91.",3/8/2023 8:11 PM
75,City of San Jose Animal Care & Services,City of San Jose,Personal Care,"o  Offers a low-cost spay/neuter clinic
o  Rescues animals in distress
o  Responds to animal-related emergencies
o  Transports injured or sick stray animals to receive emergency care (day or night)
o  Adopts out stray, unwanted and abandoned animals
o  Provides pet lost and found services
o  Provides adoption and behavior counseling
o  Provides information and education on pet owner/guardian responsibility and care
o  Sells dog and cat licenses",2750 Monterey Road,San Jose,95111,https://www.sanjoseca.gov/your-government/departments-offices/animal-care-services,(408) 794-7297,,"Must be a resident of San Jose, Cupertino, Los Gatos, Milpitas, or Saratoga.",,,,,,"Shelter Lobby Hours:

 Sun 9am - 5pm
 Tue 9am - 5pm
 Wed 9am - 5pm
 Thurs 9am - 5pm
 Fri 9am - 5pm
 Sat 9am - 5pm

Adoption Hours:

Sun 12pm - 5pm
Tue 12pm - 5pm
Wed 12pm - 5pm
Thurs 12pm - 5pm
Fri 12pm - 5pm
Sat 12pm - 5pm

Stray Drop-Off Hours:

Sun 7am – 12pm
Mon 7am – 12pm
Tue 7am – 12pm
Wed 7am – 12pm
Thurs 7am – 12pm
Fri 7am – 12pm
Sat 7am – 12pm
","This needs a new category.  I just put it in Personal Care so I could create the record.

Animal Care & Services provides many other services, but those services are not available to the public.  I only listed services that are available to the public.

Have fun dealing with all of the different hours!!  I guess shelter lobby hours and adoption hours can be combined maybe by adding a comment about adoption hours.

an alternative URL is https://www.sanjoseca.gov/your-government/departments-offices/animal-care-
services/services/animal-control.",5/3/2023 8:21 PM
46,Dignity on Wheels,WeHOPE of Santa Clara County and CityTeam,Personal Care,Free Showers and Laundry for anyone in need.,1297 North 13th Street,San Jose,95112,http://dignityonwheels.org/locations-and-schedule/,,,,,,,,,Sun 1pm - 5pm,Located at a CityTeam facility.,5/3/2023 8:22 PM
52,Dignity on Wheels - Baresto Park,WeHOPE of Santa Clara County and CityTeam,Personal Care,"Free Showers and laundry for anyone in need.  Showers and laundry are on a first-come first service basis at each location. Each patron may use the shower room for 15 minutes total, which includes a 7-minute timed hot shower. Towels, bathmats and shower/body soap are provided.

Laundry is limited to only 1-2 pairs of pants, about 3 t-shirts, undergarments and socks. Each patron is given a mesh bag to place their belongings inside, and may fill only halfway to allow proper movement inside the bags for washing and drying inside the machines.",551 North 13th Street,San Jose,95112,http://dignityonwheels.org/locations-and-schedule/,,,,,,,,,"Tue 8 am – 12pm
Thu 8am - 12:30pm",,5/3/2023 8:23 PM
49,Dignity on Wheels - First Presbyterian Church in San Jose,WeHOPE of Santa Clara County and CityTeam,Personal Care,"Free Showers and laundry for anyone in need.  Showers and laundry is on a first-come first service basis at each location. Each patron may use the shower room for 15 minutes total, which includes a 7-minute timed hot shower. Towels, bathmats and shower/body soap are provided.

Laundry is limited to only 1-2 pairs of pants, about 3 t-shirts, undergarments and socks. Each patron is given a mesh bag to place their belongings inside, and may fill only halfway to allow proper movement inside the bags for washing and drying inside the machines. 

Women only from 1-3 PM at this site. 3-6 PM open to men and women.",49 North 4th Street,San Jose,95112,http://dignityonwheels.org/locations-and-schedule/,,,,,,,,,"Mon 1pm – 5:30pm
Fri 1pm – 5:30pm",,5/3/2023 8:22 PM
50,Dignity on Wheels - Goodwill Industry Main Plant,WeHOPE of Santa Clara County and CityTeam,Personal Care,"Free Showers and laundry for anyone in need.  Showers and laundry is on a first-come first service basis at each location. Each patron may use the shower room for 15 minutes total, which includes a 7-minute timed hot shower. Towels, bathmats and shower/body soap are provided.

Laundry is limited to only 1-2 pairs of pants, about 3 t-shirts, undergarments and socks. Each patron is given a mesh bag to place their belongings inside, and may fill only halfway to allow proper movement inside the bags for washing and drying inside the machines.",1080 7th Street,San Jose,95112,http://dignityonwheels.org/locations-and-schedule/,,,,,,,,,Mon 1pm –5:30pm,,5/3/2023 8:22 PM
55,Dignity on Wheels - Martha’s Kitchen,WeHOPE of Santa Clara County,Personal Care,"Free Showers and laundry for anyone in need.  Showers and laundry are on a first-come first service basis at each location. Each patron may use the shower room for 15 minutes total, which includes a 7-minute timed hot shower. Towels, bathmats and shower/body soap are provided.

Laundry is limited to only 1-2 pairs of pants, about 3 t-shirts, undergarments and socks. Each patron is given a mesh bag to place their belongings inside, and may fill only halfway to allow proper movement inside the bags for washing and drying inside the machines.",311 Willow Street,San Jose,95110,http://dignityonwheels.org/locations-and-schedule/,,,,,,,,,Wed 1:30pm – 6pm,Located at Martha's Kitchen.,5/3/2023 8:23 PM
47,Dignity on Wheels - Milpitas,WeHOPE of Santa Clara County and CityTeam,Personal Care,"Free Showers and laundry for anyone in need.

The site is located in the Milpitas Library Parking Garage on Windsor Street.",Windsor Street,Milpitas,95035,http://dignityonwheels.org/locations-and-schedule/,,,,,,,,,Sun 11am - 3:30 pm,,5/3/2023 8:24 PM
56,Dignity on Wheels - Northside Community Center,WeHOPE of Santa Clara County,Personal Care,"Free Showers and laundry for anyone in need.  Showers and laundry are on a first-come first service basis at each location. Each patron may use the shower room for 15 minutes total, which includes a 7-minute timed hot shower. Towels, bathmats and shower/body soap are provided.

Laundry is limited to only 1-2 pairs of pants, about 3 t-shirts, undergarments and socks. Each patron is given a mesh bag to place their belongings inside, and may fill only halfway to allow proper movement inside the bags for washing and drying inside the machines.",488 North 6th Street,San Jose,95112,http://dignityonwheels.org/locations-and-schedule/,,,,,,,,,Fri 8am – 12:30pm,Located on grounds of Northside Community Center.,5/3/2023 8:23 PM
48,Dignity on Wheels - Parkmoor,WeHOPE of Santa Clara County and CityTeam,Personal Care,"Free Showers and laundry for anyone in need.  Showers and laundry is on a first-come first service basis at each location. Each patron may use the shower room for 15 minutes total, which includes a 7-minute timed hot shower. Towels, bathmats and shower/body soap are provided.

Laundry is limited to only 1-2 pairs of pants, about 3 t-shirts, undergarments and socks. Each patron is given a mesh bag to place their belongings inside, and may fill only halfway to allow proper movement inside the bags for washing and drying inside the machines. ",1540 Parkmoor Avenue,San Jose,95128,http://dignityonwheels.org/locations-and-schedule/,,,,,,,,,"Mon 8am – 12:30pm
Wed 8am - 12:30pm
Fri 8am - 12:30pm","There probably is a phone number and email, but this website does not provide that information. Only certain Mon/Wed/Fri",5/3/2023 8:22 PM
51,Dignity on Wheels - Social Services Agency,WeHOPE of Santa Clara County and CityTeam,Personal Care,"Free Showers and laundry for anyone in need.  Showers and laundry is on a first-come first service basis at each location. Each patron may use the shower room for 15 minutes total, which includes a 7-minute timed hot shower. Towels, bathmats and shower/body soap are provided.

Laundry is limited to only 1-2 pairs of pants, about 3 t-shirts, undergarments and socks. Each patron is given a mesh bag to place their belongings inside, and may fill only halfway to allow proper movement inside the bags for washing and drying inside the machines.",1919 Senter Road,San Jose,95112,http://dignityonwheels.org/locations-and-schedule/,,,,,,,,,Tues 8am – 12:30pm,,5/3/2023 8:23 PM
54,Dignity on Wheels - West Hedding,WeHOPE of Santa Clara County,Personal Care,"Free Showers and laundry for anyone in need.  Showers and laundry are on a first-come first service basis at each location. Each patron may use the shower room for 15 minutes total, which includes a 7-minute timed hot shower. Towels, bathmats and shower/body soap are provided.

Laundry is limited to only 1-2 pairs of pants, about 3 t-shirts, undergarments and socks. Each patron is given a mesh bag to place their belongings inside, and may fill only halfway to allow proper movement inside the bags for washing and drying inside the machines.",West Hedding and Spring Streets,San Jose,95110,http://dignityonwheels.org/locations-and-schedule/,,,,,,,,,"Wed 9am – 1:30pm
Sat 9am – 1:30pm",Near Columbus Park,5/3/2023 8:23 PM
497,Free Showers and Laundry,Dignity on Wheels,Personal Care,"Free Showers and laundry for anyone in need.  Showers and laundry is on a first-come first service basis at each location. Each patron may use the shower room for 15 minutes total, which includes a 7-minute timed hot shower. Towels, bathmats and shower/body soap are provided.

Laundry is limited to only 1-2 pairs of pants, about 3 t-shirts, undergarments and socks. Each patron is given a mesh bag to place their belongings inside, and may fill only halfway to allow proper movement inside the bags for washing and drying inside the machines.

This is a mobile site and the locations and times change frequently.  Please check the Dignity on Wheels website for location information.",Various locations in Santa Clara County.,,,http://dignityonwheels.org/locations-and-schedule/,,,,,,,,,,"I created this record to possibly replace all the Dignity on Wheels and CityTeam records with specific locations and times.  Delete this if it doesn't work for you.

Dignity on Wheels is going to be a major maintenance nightmare because of how frequently
the information changes. Many of the records created 4-5 months ago are now obsolete. It might be
better to only have one record in the db with a link to the locations and schedule. I created a generic
Dignity on Wheels record (ID=497), if you want to go that route. Otherwise, delete ID=497.",5/3/2023 8:23 PM
180,Hope's Corner Shower and Laundry Program,Mountain View Trinity and Los Altos United Methodist Churches,Personal Care,"Provides laundry services and showers (with towels, soap, shampo, shaving razors, etc.) for the homeless.",748 Mercy,Mountain View,94041,https://www.hopes-corner.org/blog/2021/3/26/shower-program-is-back-again,(650) 254-1450,hopescornermv@gmail.com,,,,,,,"Mon 7am - 10am
Wed 8:30am - 12pm
Sat 8:30am - 2pm","This is the correct URL, but the hours on the website are out of date and need to be updated.  I entered the current shower and laundry hours.",5/3/2023 8:25 PM
432,Mobile Clothing Closet,Opening Doors 2020,Personal Care,"This organization parks a mobile unit in the San Jose downtown corridor and distributes free clothing like pants, shirts, jackets, raincoats, hoodies, shoes, socks, blankets, sheets, and hygiene items. During the winter months, children can receive free jackets.",2nd and St. James Avenue parking lot adjacent to St. James Park,San Jose,,https://od2020.com/clothing/,(408) 401-1090,info@od2020.com,,,,,,,"Wed 11am - 1pm
Sat 11am - 1pm
Sun 11am - 1pm",,5/3/2023 8:25 PM
72,Salvation Army of Silicon Valley Back to School Distribution,Salvation Army of Silicon Valley,Personal Care,"The Santa Clara County and Silicon Valley Salvation Army Silicon Valley hosts a Back to School event that helps low income families, the working poor and disadvantaged children prepare for school. Qualified school aged children can get fully stocked backpacks (with supplies) and school clothes and uniforms.",,,,https://siliconvalley.salvationarmy.org/silicon_valley/family-services,408-282-1165 ext. 3210,,Available on an as-needed basis for low-income families and based on availability of supplies.,,,,,,,"This program is administered by Family Services located at 359 N. 4th Street, Room 202, San Jose, CA 95112, but I'm unsure if this is where the school supplies are actually distributed.

Alternative website is the Santa Clara County Unified School District https://www.santaclarausd.org/Page/1183.  Phone (408) 423-3528https://www.needhelppayingbills.com/html/santa_clara_salvation_army_ass.html

I put this under personal care, because none of the categories applied and it is a required field.",10/19/2022 5:47 PM
496,Shower - Mountain View VTA Safe Parking Lot,Dignity on Wheels,Personal Care,Free showers and laundry for the unhoused in the VTA Safe Parking Lot in Mountain View.,79 East Evelyn Avenue,Mountain View,94041,http://dignityonwheels.org/locations-and-schedule/,,,,,,,,,Sat 6pm - 7pm,,3/10/2023 3:15 PM
332,Showers Twice-a-Week,South County Compassion Center,Personal Care,Provides laundry and shower service twice a week on Monday and Wednesday mornings at the Salvation Army.  Shower supplies are also provided.,200 Fifth Street,Gilroy,95020,,(408) 763-7120 ext 100,,,,,,,,"Mon 8:30am - 11am
Wed 8:30am - 11am",,11/22/2022 7:42 PM
371,Special Programs,West Valley Community Services (WVCS),Personal Care,"WVCS Special Programs support underserved individuals and families during events, back to school and the holidays. Their annual special programs include:

o    Birthday Cakes for children of clients
o    Back to School Program
o    Thanksgiving Meal Program
o    Gift of Hope: Holiday Program
o    Summer Camp Vouchers",10104 Vista Drive,Cupertino,95014,https://www.wvcommunityservices.org/support,(408) 255-8033,wvcs@wvcommunityservices.org,"Must be a resident of one of the following zip codes: 95014, 95030, 95032, 95033, 95044, 95070, 95129, 95130 and meet certain financial criteria.",,,,,,"Mon  8am - 12pm, 1pm - 5pm
Tue  8am - 12pm, 1pm - 5pm
Wed  8am - 12pm, 1pm - 5pm
Thur  8am - 12pm, 1pm - 8pm
Fri  8am - 12pm, 1pm - 5pm","Hours were identified as administrative hours for food program, I'm unsure if hours are the same for all administrative staff.

This should be in a different category/subcategory, but I don't know which ones.",11/28/2022 5:13 PM
63,Emmanuel House Bridge Housing Program,The Salvation Army of Silicon Valley,"Personal Care,Shelter","Bridge Housing is a short-term, transitional residency program of up to two years for men who have income. To participate, individuals must maintain sobriety, follow house rules, and actively participate in the program. Bridge Housing Program clients pay a weekly program fee.

Men can start lining-up at 3:30 pm and intake for a bed is at 4:00 pm.",405 N. 4th Street,San Jose,95112,https://siliconvalley.salvationarmy.org/silicon_valley/emmanuel-house,(408) 282-1175,cesar.esquivel@usw.salvationarmy.org,"To participate, men must have income, maintain sobriety, follow house rules, and actively participate in the program. ",,,,,,,,5/3/2023 8:26 PM
188,Safe Park Program,Amigos de Guadalupe,"Personal Care,Shelter","Provides homeless clients with a safe location to park overnight while getting case management.  Laundry and shower services are available.

The client must be approved by Amigos first and then is given a day and location for parking.","1897 Alum Rock Avenue, #35",San Jose,95116,https://www.amigoscenter.com/safe-park,(408) 341-6080,info@amigosdeguadalupe.org,,checked,,,,,"Mon 9am - 5pm
Tue 9am - 5pm
Wed 9am - 5pm
Thur 9am - 5pm
Fri 9am - 5pm","Hours are office hours and I don't know if it is 7 days a week, or M-F.

Add to subcategory Safe Parking when it is created.",5/3/2023 8:26 PM
328,Here4You Call Center,Bill Wilson Center,Shelter,"The Here4You call center hotline is designed to centralize referrals to temporary housing programs.

Here4You can help:

o  Match people to emergency shelters, including transportation
o  Provide assistance to sustain current housing situation
o  Make referrals and linkages to community resources

In addition to referrals for openings at emergency shelters/ temporary housing programs, BWC’s staff will help those seeking rental assistance by directing them to additional Homeless Prevention Services.",,,,https://www.billwilsoncenter.org/services/all/here4you.html,(408) 385-2400,,,,,,,,"Mon 9am - 7pm
Tue 9am - 7pm
Wed 9am - 7pm
Thur 9am - 7pm
Fri 9am - 7pm
Sat 9am - 7pm
Sun 9am - 7pm","I'm not sure they operate on Saturday and Sunday.  Hours were listed, but not days on the website.",5/3/2023 8:27 PM
335,InnVision Montgomery Street Inn Shelter & Cecil White Center,,Shelter,"Montgomery Street Inn houses two shelter programs; the Emergency Shelter program and the Transitional Housing Unit (THU) program.

The Emergency Shelter program allow homeless men (and men who are at risk of being homeless) to stay for up to sixty days. During this time they will work closely with a case manager to find employment and obtain self-sufficiency.

The Transitional Housing Unit program is a working man's program that allow working men to stay for up to ten months. While in the program, individuals will work towards obtaining permanent housing.","358 North Montgomery, Suite B",San Jose,95110,http://homeless-scc.org/agency/46-innvision_montgomery_street_in,(408) 271-5160,dmcconnell@innvision.org,,,,,,,,"The information from this website is dated 2011 and 2012, so very likely it is not correct.",11/23/2022 8:31 PM
270,Interim Housing Program,Amigos de Guadalupe,Shelter,This program provides emergency shelter to families experiencing displacement.,1897 Alum Rock Avenue #35,San Jose,95116,https://www.amigoscenter.com/interim-housing-program,(408) 341-6080,info@amigosdeguadalupe.org,,,Here4You,,,,,,11/11/2022 4:46 PM
20,Life Moves New Haven Inn,Life Moves,Shelter,"This is an inclusive shelter in downtown San Jose with focused support for individuals who identify as LGBTQ+. Clients participate in a range of supportive services including: intensive case management, substance abuse treatment, job and housing search assistance, financial literacy education, and mental health support.",,San Jose,,https://www.lifemoves.org/directory/new-haven-inn/,,,,,,,,,,"This service has very little info published to protect the confidentiality of the clients.

It is referral only, but the website does not say what the referring agency is.",5/3/2023 8:29 PM
449,LifeMoves Mountain View Interim Housing Program,LifeMoves,Shelter,"Supportive interim housing and wraparound services for families, couples, and individuals experiencing homelessness",2566 Leghorn Street,Mountain View,94043,https://www.lifemoves.org/homekey/,(408) 278-6420,homekey@lifemoves.org,,,,,,,,"It is by referral only, but there are multiple organizations that can make the referral (MV PD, MV CSA,
Here4You?)",5/3/2023 8:30 PM
366,Rotating Safe Care Park,West Valley Community Services (WVCS),Shelter,"The RSCP's mission is to create safe and welcoming spaces where guests who are living in their cars can sleep, stabilize, recover, and gain access to social services.

The Prince of Peace Lutheran Church is a partner organization that provides services to the RSCP.",10104 Vista Drive,Cupertino,95014,https://www.propeace.org/rscpshelter.html,(408) 255-8033,wvcs@wvcommunityservices.org,"To apply the client must be a resident of one of the following zip codes: 95014, 95030, 95032, 95033, 95044, 95070, 95129, 95130 and have a car or van, no RVs are accepted.  The client must also pass a screening test, provide proof of insurance, vehicle registration and drivers license.",,,,,,"Mon  8am - 12pm, 1pm - 5pm
Tue  8am - 12pm, 1pm - 5pm
Wed  8am - 12pm, 1pm - 5pm
Thur  8am - 12pm, 1pm - 8pm
Fri  8am - 12pm, 1pm - 5pm","Add ""Car Parking"" as a Shelter subcategory and select it.

Hours were identified as administrative hours for food program, I'm unsure if hours are the same for all administrative staff.",11/28/2022 4:17 PM
431,Safe Parking,City of San José Housing Department,Shelter,The City of San José provides opportunities for homeless families and individuals living in cars and RVs to park in safe places overnight.,,San Jose,,https://www.sanjoseca.gov/your-government/departments-offices/housing/homelessness-response/homeless-families-individuals,(408) 535-3500,safeparking@sanjoseca.gov,,,,,,,,Change category to Safe Vehicle Parking and remove from Shelter.,5/3/2023 8:31 PM
487,Safe Parking,Move Mountain View,Shelter,"Move Mountain View provides a safe parking lot for vehicle dwellers to park and sleep.  They also provide each client a case manager that specializes in housing.

Address below is for Move Mountain View administrative office, it is not the location of a safe parking site.","2672 Bayshore Parkway, Suite 910",Mountain View,94043,https://www.movemv.org/safe-parking,(650) 861-0181,movemvemail@gmail.com,Must be a Santa Clara resident who lives in their vehicle.,,,,,,"Mon 10am - 5pm
Tue 10am - 5pm
Wed 10am - 5pm
Thur 10am - 5pm
Fri 10am - 5pm","Add to new subcategory ""Safe Parking"".  Also add to new ""Case Management"" or subcategory.",3/9/2023 5:41 PM
448,Safe Parking Program,Life Moves,Shelter,Provides a secure location for families living in their cars to stay overnight in San Jose while receiving access to essential services.,,,,https://www.sanjoseca.gov/Home/Components/FacilityDirectory/FacilityDirectory/76/2028?npage=2&selcat=100,(669) 238-6193,safeparking@lifemoves.org,,,,,,,,"I can't find a Life Moves URL for this program.

Under Shelter category, please create ""Safe Parking"" subcategory and select it.",12/11/2022 1:45 PM
309,The Billy DeFrank LGBTQ+ Community Center,,Shelter,"The Billy DeFrank LGBTQ+ Community Center provides community, leadership, advocacy, services and support to the Silicon Valley’s LGBTQ+ People and their allies.",938 The Alameda,San Jose,95126,https://www.defrankcenter.org/about-summary-menu,(408) 293-3040,Fabulous@defrank.org,,,,,,,"Sun 11am - 1pm
Mon 4pm - 9pm
Wed 6:15pm - ?",Create new category LGBTQ+ or LGBTQ+ Resources and select that as the category for this record.,11/19/2022 5:10 PM
110,The Shelter Next Door,Next Door Solutions,Shelter,"This is a confidential shelter for victims of domestic violence or sexual abuse and their children.  Includes case management, support services, and support groups.",,,,https://www.nextdoorsolutions.org/services/housing/,(408) 279-2962,info@nextdoor.org,,,,,,,,,10/24/2022 4:42 PM
226,Valley Health Center Alexian Legal Services,Valley Homeless Healthcare Program (VHHP),Shelter,"Legal services, including help from a public defender and lawyers are provided.","2101 Alexian Drive, Suite D",San Jose,95116,https://www.scvmc.org/hospitals-clinics/valley-homeless-health-care-program-vhhp/alexian,(408) 272-6050​,,Must be a resident of Santa Clara County who is experiencing homelessness.,,,,,,"Public Defender: 1st Thursday of the month
Thur 8:30am - 12pm

Attorney 
Fri 9am - 12pm","Add new category ""Legal Services"" and select it as the category for this record.",11/7/2022 5:43 PM
215,Valley Health Center at HomeFirst Shelter Legal Services,Valley Homeless Healthcare Program (VHHP),Shelter,"Legal services, including help from a public defender and lawyers are provided by the Valley Health Center at the HomeFirst Shelter.",2011 Little Orchard Street,San Jose,95125,https://www.scvmc.org/hospitals-clinics/valley-homeless-health-care-program-vhhp/homefirst-shelter,(408) 510-7543​,,"Must be a resident of Santa Clara County and experiencing
homelessness.",,,,,,"Public Defender: First Friday of the month
8:30am - 12pm

Attorney Mondays 
1pm - 4pm","Add new category ""Legal Services"" and select it as the category for this record.

An alternative provider is Santa Clara Valley Medical Center Hospital and Clinics.",12/4/2022 8:46 PM
269,Villa,LifeMoves,Shelter,Villa provides interim shelter and services to 15 families and 18 single women experiencing homelessness in San Jose. Villa also serves up to 5 veteran families each night.,184 South 11th Street,San Jose,95112,https://www.lifemoves.org/directory/villa/,(408) 271-0685,,"Must be a family, single woman, or a veteran with a family.",,Here4You,,,,,,5/3/2023 8:31 PM
138,ConXión's College Entrance Assistance,ConXión,Technology,"Helps youths pursuing higher education or vocational school by assessing their needs and helping to plan or prepare for their future.  

This program also has workshops on the Free Application for Federal Student Aid (FAFSA).   Staff guide parents and their children through the application process and help clients apply for FAFSA.

There are monthly workshops from January to June.","749 Story Road, Suite 10",San Jose,95122,https://www.conxion.org/education#college-entrance-assistance,408-213-0961 ext 58,CTorres@conxion.org,,,,,,,,Put in Education category.  Possibly add Availability: Start Date and End Date annually.,10/27/2022 11:07 AM
136,ConXión's Digital Literacy Program,ConXión,Technology,"ConXión's Digital Literacy Program teaches  participants Microsoft Office Suites, Google Doc, and Outlook.","749 Story Road, Suite 10",San Jose,95122,https://www.conxion.org/education#digital-literacy,408-213-0961 ext 61,RMetra@conxion.org,,,,,,,,This should likely be put in a new category Education and subcategory Technology or Office Applications.,10/27/2022 10:29 AM
130,ConXión's Food Handler and ServSafe Certification,ConXión,Technology,These are workshops to help participants receive food related certifications.,"749 Story Road, Suite 10",San Jose,95122,https://www.conxion.org/workforce#certifications,408-213-0961 ext 39,MABurto@conxion.org,,,,,,,,Should be in an Education category or something similar.,10/25/2022 7:00 PM
132,ConXión's Generations:  Family Resource Center,ConXión,Technology,"The Family Resource Center is provided in partnership with First 5 Santa Clara and is a place  centered around Indigenous values where families can connect to community resources, learn, and play together.","749 Story Road, Suite 10",San Jose,95122,https://www.conxion.org/culture#generations,408-213-0961 ext 43,DCruz@conxion.org,,,,,,,,This needs a new category possibly under education or culture.,10/25/2022 7:27 PM
134,ConXión's Generations: Family Resource Center,ConXión's Generations: Family Resource Center,Technology,"The workshops and services in this program are designed to give parents the tools they need to maintain healthy environments for their young children.  It teaches parents the skills needed to promote their children's development, ensure their children are ready for school, build strong family relationships, and create a connected community.","749 Story Road, Suite 10",San Jose,95122,https://www.conxion.org/families#generations-frc,408-213-0961 ext 43,dcruz@conxion.org,,,,,,,,"This needs a new category in education or life skills or something.

Record ID #132 should be deleted, this is it's replacement.  They have 2 URLs for the same program, and the program description on this URL makes more sense.",10/25/2022 7:58 PM
137,ConXión's Opportunity Youth Academy (OYA),ConXión,Technology,Program for youths 16 - 24 years old who have been out of school for at least 3 months and want to get their high school diploma.  OYA is a blended program of teacher directed instruction and online classes and recovery options. Youths are assigned a mentor to monitor their diploma completion status.,"749 Story Road, Suite 10",San Jose,95122,https://www.conxion.org/education#oya,(408) 213-0961,MaBravo@sccoe.org,"Must be:

o  16 - 24 years old
o  Out of school for at least 3 months",,,,,,,Add to new Education category and remove from Technology category.,10/27/2022 10:44 AM
